"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5","Stigma_length","source"
"Bromus inermis","1191",NA,"C13","3",5,2,NA,74.8,62,22,21,19,37,35,NA,"JF2001"
"Bromus inermis","1191",NA,"C13","3",120,2,NA,74.8,62,22,21,19,37,35,NA,"JF2001"
"Bromus inermis","1191",NA,"C12","2",20,2,NA,54,40.4,10,50,47,9.5,43.5,NA,"JF2001"
"Bromus inermis","1191",NA,"C12","2",24,2,NA,54,40.4,10,50,47,9.5,43.5,NA,"JF2001"
"Bromus inermis","1191",NA,"C10","2",75,2,NA,66,50,4,18,19,17,28,NA,"JF2001"
"Bromus inermis","1191",NA,"C10","2",28,1,NA,66,50,4,18,19,17,28,NA,"JF2001"
"Bromus inermis","1191",NA,"C10","3",309,2,NA,66,50,4,18,19,17,28,NA,"JF2001"
"Bromus inermis","1191",NA,"C08","1",60,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1191",NA,"C08","1",102,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1191",NA,"C06","1",1,2,NA,81,60,24.5,23,26,38,25,NA,"JF2001"
"Bromus inermis","1191",NA,"C06","1",10,2,NA,81,60,24.5,23,26,38,25,NA,"JF2001"
"Bromus inermis","1191",NA,"C04","1",48,2,NA,70.5,57.6,4,55.5,31,30,41,NA,"JF2001"
"Bromus inermis","1191",NA,"C02","2",5,2,NA,72,57.9,13,33,47,43,30,NA,"JF2001"
"Bromus inermis","1191",NA,"C01","2",34,2,NA,58.8,44.9,19.5,15,31,27,25.5,NA,"JF2001"
"Bromus inermis","1192",NA,"N19","1",8,2,NA,71,57.5,8,11.5,28,36.5,34.5,NA,"JF2001"
"Bromus inermis","1192",NA,"N12","2",3,2,NA,91.5,71,40,38.5,33,40,43,NA,"JF2001"
"Bromus inermis","1192",NA,"N11","2",10,2,NA,55,41.5,17,43.5,37,41,69,NA,"JF2001"
"Bromus inermis","1192",NA,"N11","2",3,2,NA,55,41.5,17,43.5,37,41,69,NA,"JF2001"
"Bromus inermis","1192",NA,"N06","1",7,2,NA,81,67,25.5,9,73,61,37,NA,"JF2001"
"Bromus inermis","1192",NA,"N06","1",14,2,NA,81,67,25.5,9,73,61,37,NA,"JF2001"
"Bromus inermis","1192",NA,"N06","2",31,2,NA,81,67,25.5,9,73,61,37,NA,"JF2001"
"Bromus inermis","1192",NA,"N05","1",9,2,NA,80.5,63,2,15,35.5,43,55,NA,"JF2001"
"Bromus inermis","1192",NA,"N05","2",12,2,NA,80.5,63,2,15,35.5,43,55,NA,"JF2001"
"Bromus inermis","1192",NA,"N04","1",15,2,NA,80.5,63,33.5,43,30,37.5,37,NA,"JF2001"
"Bromus inermis","1192",NA,"N04","2",43,2,NA,80.5,63,33.5,43,30,37.5,37,NA,"JF2001"
"Bromus inermis","1192",NA,"N04","2",59,2,NA,80.5,63,33.5,43,30,37.5,37,NA,"JF2001"
"Bromus inermis","1192",NA,"N02","1",29,2,NA,70,54.5,18,20,36,41,65,NA,"JF2001"
"Bromus inermis","1192",NA,"N01","3",4,2,NA,75,58.6,39.5,34,42,36,83,NA,"JF2001"
"Bromus inermis","1192",NA,"M24","1",12,2,NA,67,53.5,19,26,41,16,34,NA,"JF2001"
"Bromus inermis","1192",NA,"M24","2",61,2,NA,67,53.5,19,26,41,16,34,NA,"JF2001"
"Bromus inermis","1192",NA,"M22","1",3,2,NA,61.5,48,39.5,45,38,62,61,NA,"JF2001"
"Bromus inermis","1192",NA,"M22","2",8,2,NA,61.5,48,39.5,45,38,62,61,NA,"JF2001"
"Bromus inermis","1192",NA,"M22","2",2,2,NA,61.5,48,39.5,45,38,62,61,NA,"JF2001"
"Bromus inermis","1192",NA,"M22","2",6,2,NA,61.5,48,39.5,45,38,62,61,NA,"JF2001"
"Bromus inermis","1192",NA,"M22","3",6,2,NA,61.5,48,39.5,45,38,62,61,NA,"JF2001"
"Bromus inermis","1192",NA,"M12","1",27,2,NA,89,75.2,34.5,41,40,53,62,NA,"JF2001"
"Bromus inermis","1192",NA,"M12","2",14,1,NA,89,75.2,34.5,41,40,53,62,NA,"JF2001"
"Bromus inermis","1192",NA,"M06","1",8,1,NA,70.5,56,47,53.5,51,46,42,NA,"JF2001"
"Bromus inermis","1192",NA,"M06","3",23,2,NA,70.5,56,47,53.5,51,46,42,NA,"JF2001"
"Bromus inermis","1192",NA,"M04","2",26,2,NA,75.5,60.5,35,19,39,12,35,NA,"JF2001"
"Bromus inermis","1192",NA,"M01","1",110,2,NA,77.8,60.3,15,23,57,39.5,47,NA,"JF2001"
"Bromus inermis","1192",NA,"M01","2",75,2,NA,77.8,60.3,15,23,57,39.5,47,NA,"JF2001"
"Bromus inermis","1192",NA,"C20","1",58,2,NA,79,61,9,12,18,23.5,44,NA,"JF2001"
"Bromus inermis","1192",NA,"C20","2",8,2,NA,79,61,9,12,18,23.5,44,NA,"JF2001"
"Bromus inermis","1192",NA,"C20","2",144,2,NA,79,61,9,12,18,23.5,44,NA,"JF2001"
"Bromus inermis","1192",NA,"C20","3",47,2,NA,79,61,9,12,18,23.5,44,NA,"JF2001"
"Bromus inermis","1192",NA,"C20","3",11,2,NA,79,61,9,12,18,23.5,44,NA,"JF2001"
"Bromus inermis","1192",NA,"C05","3",4,2,NA,75,59.8,19,21.5,6,22,26,NA,"JF2001"
"Bromus inermis","1192",NA,"C04","2",20,2,NA,70.5,57.6,4,55.5,31,30,41,NA,"JF2001"
"Bromus inermis","1192",NA,"C03","2",27,2,NA,75.5,59.8,12,22,40,47,46.5,NA,"JF2001"
"Bromus inermis","1192",NA,"C03","3",15,2,NA,75.5,59.8,12,22,40,47,46.5,NA,"JF2001"
"Bromus inermis","1194",NA,"N19","3",223,2,NA,71,57.5,8,11.5,28,36.5,34.5,NA,"JF2001"
"Bromus inermis","1194",NA,"N08","1",193,2,NA,84.3,69,16,17,6,36,19,NA,"JF2001"
"Bromus inermis","1194",NA,"M17","2",151,2,NA,78,62.3,12,24,21,29,30,NA,"JF2001"
"Bromus inermis","1194",NA,"M16","1",60,2,NA,78.5,63.3,20,21,19.5,31,20,NA,"JF2001"
"Bromus inermis","1194",NA,"M11","2",12,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1194",NA,"M11","3",11,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1194",NA,"M11","3",3,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1194",NA,"M09","1",137,2,NA,103.5,89.2,12,17,22,34,25,NA,"JF2001"
"Bromus inermis","1194",NA,"M08","2",22,2,NA,102,86,3,18,29,28,30,NA,"JF2001"
"Bromus inermis","1194",NA,"M08","2",31,2,NA,102,86,3,18,29,28,30,NA,"JF2001"
"Bromus inermis","1194",NA,"M08","3",40,2,NA,102,86,3,18,29,28,30,NA,"JF2001"
"Bromus inermis","1194",NA,"M08","3",77,2,NA,102,86,3,18,29,28,30,NA,"JF2001"
"Bromus inermis","1194",NA,"C18","2",129,2,NA,89.5,74,10,18,15,24,26,NA,"JF2001"
"Bromus inermis","1194",NA,"C18","2",295,2,NA,89.5,74,10,18,15,24,26,NA,"JF2001"
"Bromus inermis","1194",NA,"C18","2",57,2,NA,89.5,74,10,18,15,24,26,NA,"JF2001"
"Bromus inermis","1194",NA,"C18","2",88,2,NA,89.5,74,10,18,15,24,26,NA,"JF2001"
"Bromus inermis","1194",NA,"C18","3",63,2,NA,89.5,74,10,18,15,24,26,NA,"JF2001"
"Bromus inermis","1194",NA,"C17","1",50,2,NA,80,63.6,15,29,30,40,34,NA,"JF2001"
"Bromus inermis","1194",NA,"C17","1",168,2,NA,80,63.6,15,29,30,40,34,NA,"JF2001"
"Bromus inermis","1194",NA,"C17","2",147,2,NA,80,63.6,15,29,30,40,34,NA,"JF2001"
"Bromus inermis","1194",NA,"C17","2",74,2,NA,80,63.6,15,29,30,40,34,NA,"JF2001"
"Bromus inermis","1194",NA,"C14","3",23,2,NA,51,39,19,17,16,35,36,NA,"JF2001"
"Bromus inermis","1194",NA,"C12","1",53,2,NA,54,40.4,10,50,47,9.5,43.5,NA,"JF2001"
"Bromus inermis","1194",NA,"C12","3",38,2,NA,54,40.4,10,50,47,9.5,43.5,NA,"JF2001"
"Bromus inermis","1194",NA,"C11","1",7,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1194",NA,"C11","3",21,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1194",NA,"C09","2",82,2,NA,103,86.2,23,46,45,29,53,NA,"JF2001"
"Bromus inermis","1194",NA,"C09","3",46,2,NA,103,86.2,23,46,45,29,53,NA,"JF2001"
"Bromus inermis","1194",NA,"C08","1",240,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1194",NA,"C08","1",193,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1194",NA,"C08","2",41,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1194",NA,"C08","2",62,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1194",NA,"C08","3",46,2,NA,94,79,19,17,28.5,36,43.5,NA,"JF2001"
"Bromus inermis","1195",NA,"N20","1",39,2,NA,76,56.3,51,54,34,42.5,40,NA,"JF2001"
"Bromus inermis","1195",NA,"N20","1",15,2,NA,76,56.3,51,54,34,42.5,40,NA,"JF2001"
"Bromus inermis","1195",NA,"N20","2",12,2,NA,76,56.3,51,54,34,42.5,40,NA,"JF2001"
"Bromus inermis","1195",NA,"N20","2",101,2,NA,76,56.3,51,54,34,42.5,40,NA,"JF2001"
"Bromus inermis","1195",NA,"N20","3",29,2,NA,76,56.3,51,54,34,42.5,40,NA,"JF2001"
"Bromus inermis","1195",NA,"N19","2",9,2,NA,71,57.5,8,11.5,28,36.5,34.5,NA,"JF2001"
"Bromus inermis","1195",NA,"N19","2",60,2,NA,71,57.5,8,11.5,28,36.5,34.5,NA,"JF2001"
"Bromus inermis","1195",NA,"N19","3",2,2,NA,71,57.5,8,11.5,28,36.5,34.5,NA,"JF2001"
"Bromus inermis","1195",NA,"N18","1",52,2,NA,79.3,66,4,5,15,26,29,NA,"JF2001"
"Bromus inermis","1195",NA,"N18","2",82,2,NA,79.3,66,4,5,15,26,29,NA,"JF2001"
"Bromus inermis","1195",NA,"N18","3",84,2,NA,79.3,66,4,5,15,26,29,NA,"JF2001"
"Bromus inermis","1195",NA,"N17","1",1,2,NA,85,66,8,11,29,24,20,NA,"JF2001"
"Bromus inermis","1195",NA,"N17","1",20,2,NA,85,66,8,11,29,24,20,NA,"JF2001"
"Bromus inermis","1195",NA,"N17","2",2,2,NA,85,66,8,11,29,24,20,NA,"JF2001"
"Bromus inermis","1195",NA,"N17","2",141,2,NA,85,66,8,11,29,24,20,NA,"JF2001"
"Bromus inermis","1195",NA,"N17","2",91,2,NA,85,66,8,11,29,24,20,NA,"JF2001"
"Bromus inermis","1195",NA,"N10","1",9,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N10","3",3,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N10","3",151,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N10","3",58,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N09","3",27,2,NA,63,51,15.5,12,27,26,22,NA,"JF2001"
"Bromus inermis","1195",NA,"N08","2",21,2,NA,84.3,69,16,17,6,36,19,NA,"JF2001"
"Bromus inermis","1195",NA,"N08","2",6,2,NA,84.3,69,16,17,6,36,19,NA,"JF2001"
"Bromus inermis","1195",NA,"N08","3",3,2,NA,84.3,69,16,17,6,36,19,NA,"JF2001"
"Bromus inermis","1195",NA,"N08","3",41,2,NA,84.3,69,16,17,6,36,19,NA,"JF2001"
"Bromus inermis","1195",NA,"N07","1",69,2,NA,76.2,62.5,16,27,30,35,52,NA,"JF2001"
"Bromus inermis","1195",NA,"N07","1",77,2,NA,76.2,62.5,16,27,30,35,52,NA,"JF2001"
"Bromus inermis","1195",NA,"N07","2",14,2,NA,76.2,62.5,16,27,30,35,52,NA,"JF2001"
"Bromus inermis","1195",NA,"N07","2",203,2,NA,76.2,62.5,16,27,30,35,52,NA,"JF2001"
"Bromus inermis","1195",NA,"N07","3",51,2,NA,76.2,62.5,16,27,30,35,52,NA,"JF2001"
"Bromus inermis","1195",NA,"N05","1",18,2,NA,80.5,63,2,15,35.5,43,55,NA,"JF2001"
"Bromus inermis","1195",NA,"N05","2",22,2,NA,80.5,63,2,15,35.5,43,55,NA,"JF2001"
"Bromus inermis","1195",NA,"N05","3",74,2,NA,80.5,63,2,15,35.5,43,55,NA,"JF2001"
"Bromus inermis","1195",NA,"N04","2",18,2,NA,80.5,63,33.5,43,30,37.5,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N04","2",10,2,NA,80.5,63,33.5,43,30,37.5,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N04","3",24,2,NA,80.5,63,33.5,43,30,37.5,37,NA,"JF2001"
"Bromus inermis","1195",NA,"N02","1",2,2,NA,70,54.5,18,20,36,41,65,NA,"JF2001"
"Bromus inermis","1195",NA,"N02","1",645,2,NA,70,54.5,18,20,36,41,65,NA,"JF2001"
"Bromus inermis","1195",NA,"N02","2",7,2,NA,70,54.5,18,20,36,41,65,NA,"JF2001"
"Bromus inermis","1195",NA,"N02","3",307,2,NA,70,54.5,18,20,36,41,65,NA,"JF2001"
"Bromus inermis","1195",NA,"M29","1",1,2,NA,84.7,67.5,35,48,60,59.5,62,NA,"JF2001"
"Bromus inermis","1195",NA,"M29","1",11,2,NA,84.7,67.5,35,48,60,59.5,62,NA,"JF2001"
"Bromus inermis","1195",NA,"M29","2",8,2,NA,84.7,67.5,35,48,60,59.5,62,NA,"JF2001"
"Bromus inermis","1195",NA,"M29","2",16,2,NA,84.7,67.5,35,48,60,59.5,62,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","1",5,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","1",10,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","2",3,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","3",0,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","3",37,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","3",5,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M28","3",28,2,NA,69,51,51,61,80,121,119,NA,"JF2001"
"Bromus inermis","1195",NA,"M25","1",7,2,NA,64.5,51,23.5,17,20,26,69,NA,"JF2001"
"Bromus inermis","1195",NA,"M25","2",84,2,NA,64.5,51,23.5,17,20,26,69,NA,"JF2001"
"Bromus inermis","1195",NA,"M25","2",3,2,NA,64.5,51,23.5,17,20,26,69,NA,"JF2001"
"Bromus inermis","1195",NA,"M25","3",6,2,NA,64.5,51,23.5,17,20,26,69,NA,"JF2001"
"Bromus inermis","1195",NA,"M25","3",12,2,NA,64.5,51,23.5,17,20,26,69,NA,"JF2001"
"Bromus inermis","1195",NA,"M24","1",201,2,NA,67,53.5,19,26,41,16,34,NA,"JF2001"
"Bromus inermis","1195",NA,"M24","1",16,2,NA,67,53.5,19,26,41,16,34,NA,"JF2001"
"Bromus inermis","1195",NA,"M23","1",7,2,NA,68.5,55.5,46,63,66,64,92,NA,"JF2001"
"Bromus inermis","1195",NA,"M23","2",5,2,NA,68.5,55.5,46,63,66,64,92,NA,"JF2001"
"Bromus inermis","1195",NA,"M20","1",61,2,NA,72,55.8,12.5,17,27,23,29,NA,"JF2001"
"Bromus inermis","1195",NA,"M20","1",24,2,NA,72,55.8,12.5,17,27,23,29,NA,"JF2001"
"Bromus inermis","1195",NA,"M20","2",14,2,NA,72,55.8,12.5,17,27,23,29,NA,"JF2001"
"Bromus inermis","1195",NA,"M20","2",0,2,NA,72,55.8,12.5,17,27,23,29,NA,"JF2001"
"Bromus inermis","1195",NA,"M19","2",13,2,NA,79,66,32.5,39,50,47,73,NA,"JF2001"
"Bromus inermis","1195",NA,"M19","2",22,2,NA,79,66,32.5,39,50,47,73,NA,"JF2001"
"Bromus inermis","1195",NA,"M19","2",2,2,NA,79,66,32.5,39,50,47,73,NA,"JF2001"
"Bromus inermis","1195",NA,"M19","3",94,2,NA,79,66,32.5,39,50,47,73,NA,"JF2001"
"Bromus inermis","1195",NA,"M18","1",20,2,NA,86.5,71,8,12,14,21.5,6,NA,"JF2001"
"Bromus inermis","1195",NA,"M18","3",34,2,NA,86.5,71,8,12,14,21.5,6,NA,"JF2001"
"Bromus inermis","1195",NA,"M17","1",136,2,NA,78,62.3,12,24,21,29,30,NA,"JF2001"
"Bromus inermis","1195",NA,"M17","2",4,2,NA,78,62.3,12,24,21,29,30,NA,"JF2001"
"Bromus inermis","1195",NA,"M17","3",11,2,NA,78,62.3,12,24,21,29,30,NA,"JF2001"
"Bromus inermis","1195",NA,"M17","3",3,2,NA,78,62.3,12,24,21,29,30,NA,"JF2001"
"Bromus inermis","1195",NA,"M16","1",63,2,NA,78.5,63.3,20,21,19.5,31,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M16","1",147,2,NA,78.5,63.3,20,21,19.5,31,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M16","2",1,2,NA,78.5,63.3,20,21,19.5,31,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M16","3",17,2,NA,78.5,63.3,20,21,19.5,31,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M16","3",0,2,NA,78.5,63.3,20,21,19.5,31,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M13","2",6,2,NA,78.5,63,24.5,38,42.5,26,81,NA,"JF2001"
"Bromus inermis","1195",NA,"M13","2",46,2,NA,78.5,63,24.5,38,42.5,26,81,NA,"JF2001"
"Bromus inermis","1195",NA,"M11","1",32,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1195",NA,"M11","1",332,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1195",NA,"M11","3",3,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1195",NA,"M11","3",25,2,NA,79.5,66,8,34,47,36,24,NA,"JF2001"
"Bromus inermis","1195",NA,"M10","1",71,2,NA,77,60.2,8,23,27,14,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M10","2",104,2,NA,77,60.2,8,23,27,14,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M10","3",18,2,NA,77,60.2,8,23,27,14,20,NA,"JF2001"
"Bromus inermis","1195",NA,"M09","1",62,2,NA,103.5,89.2,12,17,22,34,25,NA,"JF2001"
"Bromus inermis","1195",NA,"M09","2",36,2,NA,103.5,89.2,12,17,22,34,25,NA,"JF2001"
"Bromus inermis","1195",NA,"M09","3",5,2,NA,103.5,89.2,12,17,22,34,25,NA,"JF2001"
"Bromus inermis","1195",NA,"M09","3",12,2,NA,103.5,89.2,12,17,22,34,25,NA,"JF2001"
"Bromus inermis","1195",NA,"M08","3",32,2,NA,102,86,3,18,29,28,30,NA,"JF2001"
"Bromus inermis","1195",NA,"M07","1",1,2,NA,85,70.6,15,24,47,36,56,NA,"JF2001"
"Bromus inermis","1195",NA,"M07","1",11,2,NA,85,70.6,15,24,47,36,56,NA,"JF2001"
"Bromus inermis","1195",NA,"M07","1",41,2,NA,85,70.6,15,24,47,36,56,NA,"JF2001"
"Bromus inermis","1195",NA,"M07","2",32,2,NA,85,70.6,15,24,47,36,56,NA,"JF2001"
"Bromus inermis","1195",NA,"M07","2",45,2,NA,85,70.6,15,24,47,36,56,NA,"JF2001"
"Bromus inermis","1195",NA,"M06","3",2,2,NA,70.5,56,47,53.5,51,46,42,NA,"JF2001"
"Bromus inermis","1195",NA,"M06","3",8,2,NA,70.5,56,47,53.5,51,46,42,NA,"JF2001"
"Bromus inermis","1195",NA,"M05","1",6,2,NA,71.3,56.8,13,24,42,22,33,NA,"JF2001"
"Bromus inermis","1195",NA,"M05","2",20,2,NA,71.3,56.8,13,24,42,22,33,NA,"JF2001"
"Bromus inermis","1195",NA,"M05","3",38,2,NA,71.3,56.8,13,24,42,22,33,NA,"JF2001"
"Bromus inermis","1195",NA,"M05","3",60,2,NA,71.3,56.8,13,24,42,22,33,NA,"JF2001"
"Bromus inermis","1195",NA,"M03","3",6,2,NA,70.5,57.6,25.5,66,71,71.5,74,NA,"JF2001"
"Bromus inermis","1195",NA,"M01","1",14,2,NA,77.8,60.3,15,23,57,39.5,47,NA,"JF2001"
"Bromus inermis","1195",NA,"M01","2",13,2,NA,77.8,60.3,15,23,57,39.5,47,NA,"JF2001"
"Bromus inermis","1195",NA,"M01","2",17,2,NA,77.8,60.3,15,23,57,39.5,47,NA,"JF2001"
"Bromus inermis","1195",NA,"M01","3",41,2,NA,77.8,60.3,15,23,57,39.5,47,NA,"JF2001"
"Bromus inermis","1195",NA,"C20","3",21,2,NA,79,61,9,12,18,23.5,44,NA,"JF2001"
"Bromus inermis","1195",NA,"C19","1",115,2,NA,62.5,51,14,17,31,68,57.5,NA,"JF2001"
"Bromus inermis","1195",NA,"C19","2",26,2,NA,62.5,51,14,17,31,68,57.5,NA,"JF2001"
"Bromus inermis","1195",NA,"C19","2",142,2,NA,62.5,51,14,17,31,68,57.5,NA,"JF2001"
"Bromus inermis","1195",NA,"C18","2",57,2,NA,89.5,74,10,18,15,24,26,NA,"JF2001"
"Bromus inermis","1195",NA,"C11","1",7,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1195",NA,"C11","2",2,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1195",NA,"C11","3",5,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1195",NA,"C11","3",35,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1195",NA,"C10","1",13,2,NA,66,50,4,18,19,17,28,NA,"JF2001"
"Bromus inermis","1195",NA,"C10","1",9,2,NA,66,50,4,18,19,17,28,NA,"JF2001"
"Bromus inermis","1195",NA,"C10","2",105,2,NA,66,50,4,18,19,17,28,NA,"JF2001"
"Bromus inermis","1195",NA,"C09","1",242,2,NA,103,86.2,23,46,45,29,53,NA,"JF2001"
"Bromus inermis","1195",NA,"C09","2",7,2,NA,103,86.2,23,46,45,29,53,NA,"JF2001"
"Bromus inermis","1195",NA,"C09","3",4,2,NA,103,86.2,23,46,45,29,53,NA,"JF2001"
"Bromus inermis","1195",NA,"C07","1",148,2,NA,75.5,60.5,21,16,41,23,42,NA,"JF2001"
"Bromus inermis","1195",NA,"C07","1",167,2,NA,75.5,60.5,21,16,41,23,42,NA,"JF2001"
"Bromus inermis","1195",NA,"C07","2",31,2,NA,75.5,60.5,21,16,41,23,42,NA,"JF2001"
"Bromus inermis","1195",NA,"C07","3",15,2,NA,75.5,60.5,21,16,41,23,42,NA,"JF2001"
"Bromus inermis","1195",NA,"C07","3",13,2,NA,75.5,60.5,21,16,41,23,42,NA,"JF2001"
"Bromus inermis","1195",NA,"C06","2",56,2,NA,81,60,24.5,23,26,38,25,NA,"JF2001"
"Bromus inermis","1195",NA,"C06","3",39,2,NA,81,60,24.5,23,26,38,25,NA,"JF2001"
"Bromus inermis","1195",NA,"C06","3",43,2,NA,81,60,24.5,23,26,38,25,NA,"JF2001"
"Bromus inermis","1195",NA,"C05","1",5,2,NA,75,59.8,19,21.5,6,22,26,NA,"JF2001"
"Bromus inermis","1195",NA,"C05","2",6,2,NA,75,59.8,19,21.5,6,22,26,NA,"JF2001"
"Bromus inermis","1195",NA,"C05","3",1,2,NA,75,59.8,19,21.5,6,22,26,NA,"JF2001"
"Bromus inermis","1195",NA,"C05","3",19,2,NA,75,59.8,19,21.5,6,22,26,NA,"JF2001"
"Bromus inermis","1195",NA,"C04","1",117,2,NA,70.5,57.6,4,55.5,31,30,41,NA,"JF2001"
"Bromus inermis","1195",NA,"C02","1",250,2,NA,72,57.9,13,33,47,43,30,NA,"JF2001"
"Bromus inermis","1195",NA,"C02","2",6,2,NA,72,57.9,13,33,47,43,30,NA,"JF2001"
"Bromus inermis","1195",NA,"C01","1",6,2,NA,58.8,44.9,19.5,15,31,27,25.5,NA,"JF2001"
"Bromus inermis","1195",NA,"C01","1",17,2,NA,58.8,44.9,19.5,15,31,27,25.5,NA,"JF2001"
"Bromus inermis","1195",NA,"C01","3",1,2,NA,58.8,44.9,19.5,15,31,27,25.5,NA,"JF2001"
"Bromus inermis","1196",NA,"N14","1",290,2,NA,62,49.5,32,30,50,47,52,NA,"JF2001"
"Bromus inermis","1196",NA,"N14","2",385,2,NA,62,49.5,32,30,50,47,52,NA,"JF2001"
"Bromus inermis","1196",NA,"N14","2",32,2,NA,62,49.5,32,30,50,47,52,NA,"JF2001"
"Bromus inermis","1196",NA,"N14","3",343,2,NA,62,49.5,32,30,50,47,52,NA,"JF2001"
"Bromus inermis","1196",NA,"N10","1",3,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1196",NA,"N10","2",13,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1196",NA,"N10","2",44,1,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1196",NA,"N10","3",63,2,NA,70,59.5,4,12,14,21,37,NA,"JF2001"
"Bromus inermis","1196",NA,"N08","3",560,2,NA,84.3,69,16,17,6,36,19,NA,"JF2001"
"Bromus inermis","1196",NA,"M29","1",14,2,NA,84.7,67.5,35,48,60,59.5,62,NA,"JF2001"
"Bromus inermis","1196",NA,"M29","2",38,2,NA,84.7,67.5,35,48,60,59.5,62,NA,"JF2001"
"Bromus inermis","1196",NA,"M27","2",0,2,NA,81,59.5,79,65,90,56,98,NA,"JF2001"
"Bromus inermis","1196",NA,"M24","1",87,2,NA,67,53.5,19,26,41,16,34,NA,"JF2001"
"Bromus inermis","1196",NA,"M23","1",3,2,NA,68.5,55.5,46,63,66,64,92,NA,"JF2001"
"Bromus inermis","1196",NA,"M23","1",22,2,NA,68.5,55.5,46,63,66,64,92,NA,"JF2001"
"Bromus inermis","1196",NA,"M23","2",3,2,NA,68.5,55.5,46,63,66,64,92,NA,"JF2001"
"Bromus inermis","1196",NA,"M20","1",16,2,NA,72,55.8,12.5,17,27,23,29,NA,"JF2001"
"Bromus inermis","1196",NA,"M20","2",30,2,NA,72,55.8,12.5,17,27,23,29,NA,"JF2001"
"Bromus inermis","1196",NA,"M15","1",26,2,NA,89,69.5,12.5,21,20,36.5,34,NA,"JF2001"
"Bromus inermis","1196",NA,"M07","2",28,2,NA,85,70.6,15,24,47,36,56,NA,"JF2001"
"Bromus inermis","1196",NA,"M05","2",17,2,NA,71.3,56.8,13,24,42,22,33,NA,"JF2001"
"Bromus inermis","1196",NA,"M05","3",45,2,NA,71.3,56.8,13,24,42,22,33,NA,"JF2001"
"Bromus inermis","1196",NA,"C12","1",23,2,NA,54,40.4,10,50,47,9.5,43.5,NA,"JF2001"
"Bromus inermis","1196",NA,"C12","3",4,2,NA,54,40.4,10,50,47,9.5,43.5,NA,"JF2001"
"Bromus inermis","1196",NA,"C11","1",1,2,NA,62,50,13,12,22,31,40,NA,"JF2001"
"Bromus inermis","1196",NA,"C07","3",26,2,NA,75.5,60.5,21,16,41,23,42,NA,"JF2001"
