"Species","Date","Site","Label","Anther","Subsample","Tot_tube_vol_uL","Subsample_vol_uL","Pollen_sub","Observer","N_anth_tube","Anth_per_flw","polanth","count_method","source","Sex_sys"
"Chenopodium album","23 Jul 2021","FBF2","M2",NA,"1",600,7.5,108,"Jeremiah",5,5,1728,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M2",NA,"2",600,7.5,130,"Jeremiah",5,5,2080,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M2",NA,"3",600,7.5,97,"Jeremiah",5,5,1552,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M3",NA,"1",600,7.5,97,"Jeremiah",5,5,1552,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M3",NA,"2",600,7.5,91,"Jeremiah",5,5,1456,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M3",NA,"3",600,7.5,93,"Jeremiah",5,5,1488,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M4",NA,"1",600,7.5,122,"Jeremiah",5,5,1952,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M4",NA,"2",600,7.5,98,"Jeremiah",5,5,1568,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M4",NA,"3",600,7.5,99,"Jeremiah",5,5,1584,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M5",NA,"1",600,7.5,89,"Jeremiah",5,5,1424,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M5",NA,"2",600,7.5,82,"Jeremiah",5,5,1312,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M5",NA,"3",600,7.5,77,"Jeremiah",5,5,1232,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M6",NA,"1",600,7.5,66,"Jeremiah",5,5,1056,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M6",NA,"2",600,7.5,78,"Jeremiah",5,5,1248,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M6",NA,"3",600,7.5,109,"Jeremiah",5,5,1744,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M7",NA,"1",600,7.5,92,"Jeremiah",5,5,1472,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M7",NA,"2",600,7.5,122,"Jeremiah",5,5,1952,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M7",NA,"3",600,7.5,133,"Jeremiah",5,5,2128,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M8",NA,"1",600,7.5,89,"Jeremiah",5,5,1424,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M8",NA,"2",600,7.5,93,"Jeremiah",5,5,1488,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M8",NA,"3",600,7.5,101,"Jeremiah",5,5,1616,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M9",NA,"1",600,7.5,90,"Jeremiah",5,5,1440,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M9",NA,"2",600,7.5,102,"Jeremiah",5,5,1632,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M9",NA,"3",600,7.5,95,"Jeremiah",5,5,1520,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M10",NA,"1",600,7.5,125,"Jeremiah",5,5,2000,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M10",NA,"2",600,7.5,93,"Jeremiah",5,5,1488,"manual","CS2021","hermaphroditic"
"Chenopodium album","23 Jul 2021","FBF2","M10",NA,"3",600,7.5,85,"Jeremiah",5,5,1360,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M1",NA,"1",600,7.5,112,"Jeremiah",5,5,1792,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M1",NA,"2",600,7.5,114,"Jeremiah",5,5,1824,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M1",NA,"3",600,7.5,137,"Jeremiah",5,5,2192,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M2",NA,"1",600,7.5,94,"Jeremiah",5,5,1504,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M2",NA,"2",600,7.5,106,"Jeremiah",5,5,1696,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M2",NA,"3",600,7.5,94,"Jeremiah",5,5,1504,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M3",NA,"1",600,7.5,92,"Jeremiah",5,5,1472,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M3",NA,"2",600,7.5,117,"Jeremiah",5,5,1872,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M3",NA,"3",600,7.5,109,"Jeremiah",5,5,1744,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M4",NA,"1",600,7.5,56,"Jeremiah",5,5,896,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M4",NA,"2",600,7.5,76,"Jeremiah",5,5,1216,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M4",NA,"3",600,7.5,73,"Jeremiah",5,5,1168,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M5",NA,"1",600,7.5,102,"Jeremiah",5,5,1632,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M5",NA,"2",600,7.5,99,"Jeremiah",5,5,1584,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M5",NA,"3",600,7.5,88,"Jeremiah",5,5,1408,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M6",NA,"1",600,7.5,59,"Jeremiah",5,5,944,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M6",NA,"2",600,7.5,74,"Jeremiah",5,5,1184,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M6",NA,"3",600,7.5,66,"Jeremiah",5,5,1056,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M7",NA,"1",600,7.5,81,"Jeremiah",5,5,1296,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M7",NA,"2",600,7.5,88,"Jeremiah",5,5,1408,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M7",NA,"3",600,7.5,100,"Jeremiah",5,5,1600,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M8",NA,"1",600,7.5,93,"Jeremiah",5,5,1488,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M8",NA,"2",600,7.5,99,"Jeremiah",5,5,1584,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M8",NA,"3",600,7.5,84,"Jeremiah",5,5,1344,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M9",NA,"1",600,7.5,96,"Jeremiah",5,5,1536,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M9",NA,"2",600,7.5,75,"Jeremiah",5,5,1200,"manual","CS2021","hermaphroditic"
"Chenopodium album","22 Jul 2021","FBF","M9",NA,"3",600,7.5,91,"Jeremiah",5,5,1456,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A10",NA,"1",600,2.5,71,"Claire",1,4,17040,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A10",NA,"2",600,2.5,67,"Claire",1,4,16080,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A10",NA,"3",600,2.5,82,"Claire",1,4,19680,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A1",NA,"1",600,2.5,59,"Claire",1,4,14160,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A1",NA,"2",600,2.5,44,"Claire",1,4,10560,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A1",NA,"3",600,2.5,52,"Claire",1,4,12480,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","S8",NA,"1",600,2.5,43,"Claire",1,4,10320,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","S8",NA,"2",600,2.5,51,"Claire",1,4,12240,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","S8",NA,"3",600,2.5,47,"Claire",1,4,11280,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A5",NA,"1",600,2.5,65,"Claire",1,4,15600,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A5",NA,"2",600,2.5,55,"Claire",1,4,13200,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A5",NA,"3",600,2.5,47,"Claire",1,4,11280,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A2",NA,"1",700,2.5,35,"Claire",1,4,9800,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A2",NA,"2",700,2.5,23,"Claire",1,4,6440,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A2",NA,"3",700,2.5,28,"Claire",1,4,7840,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A6",NA,"1",600,2.5,55,"Claire",1,4,13200,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A6",NA,"2",600,2.5,54,"Claire",1,4,12960,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A6",NA,"3",600,2.5,46,"Claire",1,4,11040,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A9",NA,"1",600,2.5,65,"Claire",1,4,15600,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A9",NA,"2",600,2.5,69,"Claire",1,4,16560,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A9",NA,"3",600,2.5,75,"Claire",1,4,18000,"manual","CS2021","hermaphroditic"
"Plantago lanceolata","18 Aug 2021","FBF","A3",NA,"1",600,2.5,58,"Claire",1,4,13920,"manual","CS2021","hermaphroditic"
