"Species","Date","Site","Plant","Flower","Flw_pollen","Stigmas_per_flw","Flower_height","Infl_max","Infl_min","D1","D2","D3","D4","D5"
"Thalictrum dioicum","2021-05-07","BI","B8","1-6",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","1-7",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","2-1",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","2-2",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","2-3",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","2-4",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","2-5",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B8","2-6",0,1,NA,38.1,NA,137.16,182.88,193.04,198.12,330.2
"Thalictrum dioicum","2021-05-07","BI","B9","1-1",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-2",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-3",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-4",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-5",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-6",1,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-7",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-8",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-9",4,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","1-10",1,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-1",1,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-2",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-3",1,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-4",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-5",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-6",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-07","BI","B9","2-7",0,1,NA,41.91,NA,198.12,208.28,292.1,236.22,256.54
"Thalictrum dioicum","2021-05-17","BI","BB1","1-1",2,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-2",0,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-3",8,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-4",3,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-5",2,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-6",4,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-7",2,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-8",4,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-9",3,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-10",1,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-11",7,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-12",1,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-13",2,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-14",2,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB1","1-15",0,1,NA,20.5,NA,37,117,115,80,143
"Thalictrum dioicum","2021-05-17","BI","BB10","1-9",4,1,NA,14.5,NA,24,43,22,29,37
"Thalictrum dioicum","2021-05-17","BI","BB10","1-1",8,1,NA,14.5,NA,24,43,22,29,37
"Thalictrum dioicum","2021-05-17","BI","BB10","1-2",15,1,NA,14.5,NA,24,43,22,29,37
"Thalictrum dioicum","2021-05-17","BI","BB10","1-3",11,1,NA,14.5,NA,24,43,22,29,37
"Thalictrum dioicum","2021-05-17","BI","BB10","1-4",9,1,NA,14.5,NA,24,43,22,29,37
"Thalictrum dioicum","2021-05-17","BI","BB10","1-5",15,1,NA,14.5,NA,24,43,22,29,37
"Thalictrum dioicum","2021-05-17","BI","BB11","1-1",13,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB11","1-2",15,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB11","1-3",12,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB11","1-4",12,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB11","1-5",14,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB11","1-6",16,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB11","1-7",15,1,NA,19.5,NA,38,39,46,18,33
"Thalictrum dioicum","2021-05-17","BI","BB12","1-1",9,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-2",7,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-3",9,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-4",8,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-5",8,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-6",3,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-7",11,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-8",6,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB12","1-9",8,1,NA,31,NA,9,8,9,23,21
"Thalictrum dioicum","2021-05-17","BI","BB13","1-1",13,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-2",4,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-3",15,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-4",6,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-5",11,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-6",15,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-7",13,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-8",20,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB13","1-9",11,1,NA,25.5,NA,49,56,58,70,58
"Thalictrum dioicum","2021-05-17","BI","BB14","1-1",26,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-2",29,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-3",30,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-4",21,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-5",26,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-6",26,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-7",25,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB14","1-8",26,1,NA,21.5,NA,11,9,13,14,20
"Thalictrum dioicum","2021-05-17","BI","BB16","1-1",33,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-2",35,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-3",29,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-4",37,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-5",32,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-6",36,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-7",26,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-8",31,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB16","1-9",32,1,NA,19,NA,20,26,16,26,34
"Thalictrum dioicum","2021-05-17","BI","BB17","1-1",7,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-2",19,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-3",12,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-4",18,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-5",16,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-6",23,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-7",12,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB17","1-8",16,1,NA,19.5,NA,33,34,24,49,56
"Thalictrum dioicum","2021-05-17","BI","BB18","1-1",24,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB18","1-2",39,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB18","1-3",19,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB18","1-4",23,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB18","1-5",15,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB18","1-6",28,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB18","1-7",26,1,NA,21,NA,14,8,42,43,46
"Thalictrum dioicum","2021-05-17","BI","BB19","1-1",27,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-2",39,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-3",26,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-4",22,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-5",27,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-6",37,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-7",17,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB19","1-8",31,1,NA,26,NA,2,22,50,70,74
"Thalictrum dioicum","2021-05-17","BI","BB2","1-1",3,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-2",2,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-3",2,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-4",3,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-5",0,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-6",2,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-7",1,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-8",3,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB2","1-9",4,1,NA,10.5,NA,17,52,31,49,50
"Thalictrum dioicum","2021-05-17","BI","BB20","1-1",6,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-2",2,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-3",9,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-4",11,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-5",14,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-6",10,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-7",7,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-8",6,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","1-9",7,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-1",7,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-2",6,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-3",6,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-4",12,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-5",6,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-6",7,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-7",5,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-8",4,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-9",4,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-10",6,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-11",1,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB20","2-12",7,1,NA,25.5,NA,18,19,28,42,41
"Thalictrum dioicum","2021-05-17","BI","BB21","1-1",3,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-2",1,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-3",2,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-4",0,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-5",0,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-6",1,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-7",1,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","1-8",0,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-1",0,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-2",0,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-3",1,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-4",2,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-5",1,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-6",2,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-7",1,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-8",3,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-9",0,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB21","2-10",2,1,NA,27.5,NA,13,152,152,172,175
"Thalictrum dioicum","2021-05-17","BI","BB22","1-1",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-2",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-3",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-4",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-5",1,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-6",1,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-7",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-8",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-9",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-10",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","1-11",2,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-1",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-2",1,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-3",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-4",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-5",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-6",1,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-7",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-8",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-9",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-10",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB22","2-11",0,1,NA,24.5,NA,50,36,70,140,140
"Thalictrum dioicum","2021-05-17","BI","BB23","1-1",13,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-2",2,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-3",5,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-4",6,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-5",3,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-6",4,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-7",5,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","1-8",6,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-1",3,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-2",3,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-3",4,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-4",2,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-5",6,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-6",1,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-7",2,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-8",3,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB23","2-9",2,1,NA,18,NA,90,93,111,125,128
"Thalictrum dioicum","2021-05-17","BI","BB24","1-1",1,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-2",8,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-3",1,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-4",5,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-5",6,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-6",1,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-7",1,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-8",2,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-9",1,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-10",3,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-11",3,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","1-12",3,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-1",13,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-2",4,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-3",2,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-4",6,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-5",6,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-6",4,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB24","2-7",8,1,NA,24,NA,23,38,26,26,31
"Thalictrum dioicum","2021-05-17","BI","BB25","1-1",9,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-2",4,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-3",5,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-4",3,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-5",8,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-6",15,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-7",2,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-8",10,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","1-9",5,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-1",3,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-2",3,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-3",6,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-4",7,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-5",8,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-6",9,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-7",4,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-8",6,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB25","2-9",5,1,NA,19.5,NA,19,31,35,39,38
"Thalictrum dioicum","2021-05-17","BI","BB26","1-1",2,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-2",3,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-3",3,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-4",1,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-5",2,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-6",3,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-7",4,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-8",4,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-9",0,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-10",1,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","1-11",2,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-1",1,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-2",2,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-3",0,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-4",0,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-5",0,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-6",2,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-7",0,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-8",2,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB26","2-9",5,1,NA,22,NA,9,24,40,60,18
"Thalictrum dioicum","2021-05-17","BI","BB27","1-1",0,1,NA,21,NA,6,9,15,23,23
"Thalictrum dioicum","2021-05-17","BI","BB27","1-2",1,1,NA,21,NA,6,9,15,23,23
