"","Filename","X","Area","Mean","Min","Max"
"517","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",29,133.675,136.131,113,165
"518","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",30,123.969,140.634,119,163
"519","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",32,176.44,136.192,114,164
"520","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",37,165.965,142.112,120,163
"521","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",39,129.062,138.856,117,164
"522","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",40,123.585,139.303,115,162
"523","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",41,190.278,140.667,117,159
"524","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",42,136.462,140.608,115,161
"525","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",43,126.083,144.1,123,166
"526","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",44,145.976,136.247,115,161
"527","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",45,172.115,137.036,113,159
"528","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",46,192.392,132.438,104,160
"529","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",47,143.381,136.619,107,166
"530","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",48,127.621,137.88,114,160
"531","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",50,167.598,138.592,103,158
"532","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",51,135.501,137.94,116,162
"533","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",52,175.286,139.229,117,166
"534","Tdio_size_Tdio_2-5uL_L3A2S1_size_RAW_ch00.tif_results.csv",55,128.966,141.386,122,166
"535","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",2,149.147,139.079,119,164
"536","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",5,90.43,133.125,113,152
"537","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",11,170.001,120.46,89,147
"538","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",12,118.587,120.583,94,150
"539","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",15,170.866,145.222,118,164
"540","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",22,130.6,134.807,115,162
"541","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",25,131.465,140.856,119,160
"542","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",26,193.93,138.389,107,161
"543","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",27,163.947,133.153,101,161
"544","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",28,159.718,138.381,120,162
"545","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",29,126.852,128.778,99,153
"546","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",30,178.266,137.189,106,166
"547","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",31,164.139,135.693,96,164
"548","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",32,171.346,138.132,115,160
"549","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",33,120.413,140.666,118,167
"550","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",34,235.157,140.825,113,161
"551","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",35,167.983,137.61,114,164
"552","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",42,160.103,137.917,110,162
"553","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",43,164.619,139.43,111,160
"554","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",44,187.779,143.457,121,164
"555","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",45,96.677,132.002,106,163
"556","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",46,144.823,140.587,119,163
"557","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",47,180.572,138.897,101,165
"558","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",48,179.611,135.933,113,164
"559","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",49,208.345,141.135,114,160
"560","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",50,169.136,142.659,119,163
"561","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",51,176.151,139.471,119,162
"562","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",52,147.129,127.739,106,158
"563","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",53,185.665,139.323,112,162
"564","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",54,134.156,138.129,115,163
"565","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",55,149.628,139.855,121,163
"566","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",56,153.376,134.852,112,163
"567","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",58,90.142,138.11,118,162
"568","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",59,183.743,135.267,103,160
"569","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",60,147.994,134.068,106,159
"570","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",61,168.175,130.146,104,160
"571","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",64,129.255,144.67,123,168
"572","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",65,152.222,137.616,98,163
"573","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",67,151.358,142.999,122,165
"574","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",68,204.789,134.817,108,159
"575","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",69,118.395,138.338,115,165
"576","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",70,136.75,140.691,114,160
"577","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",72,169.52,142.593,120,161
"578","Tdio_size_Tdio_2-5uL_L3A2S2_size_RAW_ch00.tif_results.csv",75,197.966,136.514,110,162
"579","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",1,138.576,146.61,118,170
"580","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",2,143.093,140.251,115,163
"581","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",4,145.495,140.668,119,163
"582","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",5,101.962,143.497,123,162
"583","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",6,147.417,139.553,115,167
"584","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",7,150.781,145.507,120,163
"585","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",11,156.451,140.594,121,164
"586","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",12,138,142.365,117,162
"587","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",17,162.601,143.057,115,166
"588","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",19,167.406,133.405,115,157
"589","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",21,131.08,146.306,119,166
"590","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",22,197.486,143.119,113,167
"591","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",23,140.69,138.412,112,164
"592","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",26,146.649,143.45,124,167
"593","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",27,97.542,127.338,103,155
"594","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",29,165.676,137.421,118,162
"595","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",30,147.225,137.049,112,161
"596","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",35,153.856,145.267,128,167
"597","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",40,111.764,129.195,103,157
"598","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",41,163.851,142.63,121,165
"599","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",42,97.83,138.428,115,164
"600","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",43,130.119,144.061,121,167
"601","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",46,169.04,139.941,105,164
"602","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",47,112.149,137.398,117,164
"603","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",48,111.957,145.053,122,171
"604","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",49,167.214,134.53,103,163
"605","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",52,117.915,135.233,117,167
"606","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",53,186.338,131.715,101,161
"607","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",56,155.586,137.93,118,165
"608","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",63,104.269,134.544,92,162
"609","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",64,182.398,141.625,117,166
"610","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",65,177.881,139.522,115,164
"611","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",66,122.816,133.969,113,158
"612","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",67,201.714,131.57,106,158
"613","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",68,133.195,119.907,93,145
"614","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",69,127.717,134.457,109,164
"615","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",70,118.684,137.996,117,166
"616","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",71,197.197,141.448,125,162
"617","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",76,149.628,142.175,122,161
"618","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",77,149.82,136.061,112,168
"619","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",79,175.863,136.422,116,161
"620","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",92,128.005,143.246,119,168
"621","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",94,125.603,138.175,122,159
"622","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",98,139.922,139.806,116,165
"623","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",100,99.56,141.794,115,163
"624","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",103,106.479,142.715,116,160
"625","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",104,129.543,142.296,122,170
"626","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",105,135.885,137.929,115,164
"627","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",106,118.299,146.391,125,168
"628","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",108,171.154,136.751,114,166
"629","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",109,140.979,138.57,117,163
"630","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",110,145.784,137.024,112,163
"631","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",111,157.027,138.53,119,168
"632","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",112,142.997,123.013,96,158
"633","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",113,193.738,132.669,108,159
"634","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",114,179.034,141.702,121,165
"635","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",115,95.908,128.424,101,160
"636","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",117,194.122,138.026,118,165
"637","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",118,153.087,141.053,124,165
"638","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",119,162.409,144.27,125,168
"639","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",120,135.982,143.38,123,165
"640","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",121,134.252,143.651,122,164
"641","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",123,152.799,134.465,116,161
"642","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",124,171.154,142.052,120,163
"643","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",125,177.305,139.656,125,167
"644","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",126,191.623,138.808,116,162
"645","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",127,178.073,143.149,114,165
"646","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",128,187.491,144.571,120,169
"647","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",129,146.649,147.589,128,166
"648","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",130,141.555,143.212,116,166
"649","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",131,87.547,140.472,113,168
"650","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",132,156.835,134.553,113,163
"651","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",133,165.773,148.952,127,169
"652","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",134,149.243,144.722,124,162
"653","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",135,147.225,145.025,127,165
"654","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",136,135.309,141.065,123,164
"655","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",137,149.436,139.165,116,166
"656","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",139,152.895,126.029,96,157
"657","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",140,128.101,147.261,127,169
"658","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",143,119.741,131.415,110,153
"659","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",144,129.158,139.993,113,165
"660","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",145,194.891,145.241,122,169
"661","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",148,154.529,140.52,105,165
"662","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",150,144.631,144.062,121,166
"663","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",151,181.821,145.859,124,164
"664","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",152,147.129,144.705,125,167
"665","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",153,162.217,141.926,120,166
"666","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",154,111.092,138.502,115,165
"667","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",155,178.554,143.442,119,167
"668","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",156,138.768,148.846,130,165
"669","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",157,123.296,142.303,124,166
"670","Tdio_size_Tdio_2-5uL_L3A2S3_size_RAW_ch00.tif_results.csv",160,196.14,139.174,119,161
"671","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",1,184.128,144.249,121,166
"672","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",2,217.57,138.538,106,154
"673","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",3,175.383,142.073,117,160
"674","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",4,219.492,143.679,114,161
"675","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",5,163.178,144.485,119,163
"676","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",6,145.592,147.042,126,165
"677","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",8,167.31,143.417,118,163
"678","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",9,183.935,141.229,110,160
"679","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",10,166.157,145.489,122,162
"680","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",11,152.703,139.168,111,155
"681","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",12,186.915,141.126,118,157
"682","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",13,191.816,141.996,112,161
"683","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",14,94.947,141.74,113,163
"684","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",16,200.849,135.344,111,161
"685","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",19,131.465,144.82,124,158
"686","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",20,85.625,142.058,115,161
"687","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",21,239.193,139.16,108,160
"688","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",22,145.111,142.552,116,159
"689","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",23,183.167,135.182,101,156
"690","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",24,187.011,143.085,113,162
"691","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",28,94.562,148.424,127,165
"692","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",29,146.264,145.108,130,165
"693","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",30,207.288,139.097,112,159
"694","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",31,157.124,138.271,107,158
"695","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",32,113.782,144.96,125,160
"696","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",33,188.452,141.321,103,163
"697","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",34,103.019,145.674,127,159
"698","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",35,209.498,140.827,112,158
"699","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",36,186.818,137.852,107,159
"700","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",37,185.089,135.569,101,155
"701","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",38,102.923,138.348,118,157
"702","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",39,197.005,137.949,95,160
"703","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",40,153.472,143.506,119,162
"704","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",41,139.057,140.654,119,161
"705","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",42,206.135,139.89,110,162
"706","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",43,173.364,138.015,114,158
"707","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",44,208.345,138.476,101,157
"708","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",45,188.164,143.908,122,163
"709","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",46,175.286,134.979,106,157
"710","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",47,160.487,138.229,116,155
"711","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",48,171.827,144.386,120,159
"712","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",50,192.104,140.809,115,161
"713","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",51,233.139,140.603,115,156
"714","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",52,164.427,141.74,118,157
"715","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",53,175.094,138.366,107,154
"716","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",54,159.334,144.725,126,165
"717","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",55,234.58,137.43,111,153
"718","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",56,208.249,138.85,111,157
"719","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",57,174.614,135.23,105,156
"720","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",58,190.182,138.793,106,161
"721","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",60,230.352,144.088,117,161
"722","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",61,189.125,138.614,116,160
"723","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",62,150.589,146.804,125,160
"724","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",63,179.515,136.361,111,152
"725","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",64,171.154,139.216,102,159
"726","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",65,173.941,141.395,118,161
"727","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",66,89.854,137.28,116,152
"728","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",67,158.373,144.334,120,165
"729","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",68,154.625,143.388,122,160
"730","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",70,94.851,142.806,118,161
"731","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",71,168.463,137.825,112,156
"732","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",72,156.643,141.29,115,158
"733","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",73,222.568,138.833,106,160
"734","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",74,101.866,147.456,128,162
"735","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",81,152.703,138.441,107,157
"736","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",82,168.271,139.555,116,162
"737","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",83,117.434,145.465,120,158
"738","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",84,199.215,137.213,115,156
"739","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",85,181.052,144.422,109,159
"740","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",86,206.231,142.474,111,162
"741","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",88,237.751,130.795,94,152
"742","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",92,162.89,136.888,100,155
"743","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",97,197.101,142.294,118,157
"744","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",98,185.665,141.723,117,161
"745","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",99,169.136,142.215,117,159
"746","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",101,171.154,139.268,115,161
"747","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",102,124.065,138.204,113,158
"748","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",107,104.461,140.268,114,156
"749","Tdio_size_Tdio_2-5uL_L3A3S1_size_RAW_ch00.tif_results.csv",108,159.142,140.914,122,163
