ind,pos,npollen,nstigma,npoll,jday,spp,H1,H2,D1,D2,D3,D4,D5,O1,O2,O3,O4,O5,dmean,lnpollen,treat,mwsp,vwsp,medwsp,qrange,time,arch,mstigl,mstigbl,mstigsa,h3,lmwsp,_TYPE_,_FREQ_,mpolcnt,mpollsize,vpolcnt,vpollsize,count,count2
M20,2,0,2,,1195,binermis,72,55.8,12.5,17,27,23,29,60,70,190,250,30,0.046082949,0,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M19,2,13,2,,1195,binermis,79,66,32.5,39,50,47,73,265,230,130,50,260,0.020703934,2.63905733,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M19,2,22,2,,1195,binermis,79,66,32.5,39,50,47,73,265,230,130,50,260,0.020703934,3.135494216,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M19,2,2,2,,1195,binermis,79,66,32.5,39,50,47,73,265,230,130,50,260,0.020703934,1.098612289,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M19,3,94,2,,1195,binermis,79,66,32.5,39,50,47,73,265,230,130,50,260,0.020703934,4.553876892,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M18,1,20,2,,1195,binermis,86.5,71,8,12,14,21.5,6,110,95,15,315,250,0.081300813,3.044522438,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M18,3,34,2,,1195,binermis,86.5,71,8,12,14,21.5,6,110,95,15,315,250,0.081300813,3.555348061,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M17,1,136,2,,1195,binermis,78,62.3,12,24,21,29,30,0,50,100,150,290,0.043103448,4.919980926,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.7,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M17,2,4,2,,1195,binermis,78,62.3,12,24,21,29,30,0,50,100,150,290,0.043103448,1.609437912,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.7,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M17,3,11,2,,1195,binermis,78,62.3,12,24,21,29,30,0,50,100,150,290,0.043103448,2.48490665,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.7,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M17,3,3,2,,1195,binermis,78,62.3,12,24,21,29,30,0,50,100,150,290,0.043103448,1.386294361,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.7,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M16,1,63,2,,1195,binermis,78.5,63.3,20,21,19.5,31,20,135,10,50,165,135,0.044843049,4.158883083,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M16,1,147,2,,1195,binermis,78.5,63.3,20,21,19.5,31,20,135,10,50,165,135,0.044843049,4.997212274,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M16,2,1,2,,1195,binermis,78.5,63.3,20,21,19.5,31,20,135,10,50,165,135,0.044843049,0.693147181,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M16,3,17,2,,1195,binermis,78.5,63.3,20,21,19.5,31,20,135,10,50,165,135,0.044843049,2.890371758,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M16,3,0,2,,1195,binermis,78.5,63.3,20,21,19.5,31,20,135,10,50,165,135,0.044843049,0,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M13,2,6,2,,1195,binermis,78.5,63,24.5,38,42.5,26,81,310,65,200,55,115,0.023584906,1.945910149,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M13,2,46,2,,1195,binermis,78.5,63,24.5,38,42.5,26,81,310,65,200,55,115,0.023584906,3.850147602,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M11,1,32,2,,1195,binermis,79.5,66,8,34,47,36,24,240,75,80,120,5,0.033557047,3.496507561,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M11,1,332,2,,1195,binermis,79.5,66,8,34,47,36,24,240,75,80,120,5,0.033557047,5.80814249,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M11,3,3,2,,1195,binermis,79.5,66,8,34,47,36,24,240,75,80,120,5,0.033557047,1.386294361,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M11,3,25,2,,1195,binermis,79.5,66,8,34,47,36,24,240,75,80,120,5,0.033557047,3.258096538,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M10,1,71,2,,1195,binermis,77,60.2,8,23,27,14,20,270,280,310,10,40,0.054347826,4.276666119,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.8,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M10,2,104,2,,1195,binermis,77,60.2,8,23,27,14,20,270,280,310,10,40,0.054347826,4.65396035,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.8,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M10,3,18,2,,1195,binermis,77,60.2,8,23,27,14,20,270,280,310,10,40,0.054347826,2.944438979,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.8,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M09,1,62,2,,1195,binermis,103.5,89.2,12,17,22,34,25,320,150,330,150,280,0.045454545,4.143134726,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.3,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M09,2,36,2,,1195,binermis,103.5,89.2,12,17,22,34,25,320,150,330,150,280,0.045454545,3.610917913,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.3,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M09,3,5,2,,1195,binermis,103.5,89.2,12,17,22,34,25,320,150,330,150,280,0.045454545,1.791759469,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.3,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M09,3,12,2,,1195,binermis,103.5,89.2,12,17,22,34,25,320,150,330,150,280,0.045454545,2.564949357,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.3,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M08,3,32,2,,1195,binermis,102,86,3,18,29,28,30,310,0,100,180,240,0.046296296,3.496507561,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M07,1,1,2,,1195,binermis,85,70.6,15,24,47,36,56,200,185,170,70,200,0.028089888,0.693147181,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.4,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M07,1,11,2,,1195,binermis,85,70.6,15,24,47,36,56,200,185,170,70,200,0.028089888,2.48490665,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.4,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M07,1,41,2,,1195,binermis,85,70.6,15,24,47,36,56,200,185,170,70,200,0.028089888,3.737669618,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.4,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M07,2,32,2,,1195,binermis,85,70.6,15,24,47,36,56,200,185,170,70,200,0.028089888,3.496507561,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.4,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M07,2,45,2,,1195,binermis,85,70.6,15,24,47,36,56,200,185,170,70,200,0.028089888,3.828641396,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.4,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M06,3,2,2,,1195,binermis,70.5,56,47,53.5,51,46,42,270,45,70,110,150,0.020876827,1.098612289,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M06,3,8,2,,1195,binermis,70.5,56,47,53.5,51,46,42,270,45,70,110,150,0.020876827,2.197224577,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M05,1,6,2,,1195,binermis,71.3,56.8,13,24,42,22,33,350,330,315,110,120,0.037313433,1.945910149,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M05,2,20,2,,1195,binermis,71.3,56.8,13,24,42,22,33,350,330,315,110,120,0.037313433,3.044522438,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M05,3,38,2,,1195,binermis,71.3,56.8,13,24,42,22,33,350,330,315,110,120,0.037313433,3.663561646,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M05,3,60,2,,1195,binermis,71.3,56.8,13,24,42,22,33,350,330,315,110,120,0.037313433,4.110873864,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M03,3,6,2,,1195,binermis,70.5,57.6,25.5,66,71,71.5,74,160,300,280,300,330,0.016233766,1.945910149,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,12.9,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M01,1,14,2,,1195,binermis,77.8,60.3,15,23,57,39.5,47,280,5,80,240,230,0.027548209,2.708050201,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,17.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M01,2,13,2,,1195,binermis,77.8,60.3,15,23,57,39.5,47,280,5,80,240,230,0.027548209,2.63905733,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,17.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M01,2,17,2,,1195,binermis,77.8,60.3,15,23,57,39.5,47,280,5,80,240,230,0.027548209,2.890371758,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,17.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
M01,3,41,2,,1195,binermis,77.8,60.3,15,23,57,39.5,47,280,5,80,240,230,0.027548209,3.737669618,M,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,17.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C20,3,21,2,,1195,binermis,79,61,9,12,18,23.5,44,210,190,220,5,75,0.046948357,3.091042453,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,18,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C19,1,115,2,,1195,binermis,62.5,51,14,17,31,68,57.5,350,155,120,290,265,0.026666667,4.753590191,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,11.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C19,2,26,2,,1195,binermis,62.5,51,14,17,31,68,57.5,350,155,120,290,265,0.026666667,3.295836866,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,11.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C19,2,142,2,,1195,binermis,62.5,51,14,17,31,68,57.5,350,155,120,290,265,0.026666667,4.96284463,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,11.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C18,2,57,2,,1195,binermis,89.5,74,10,18,15,24,26,10,90,140,245,310,0.053763441,4.060443011,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.5,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C11,1,7,2,,1195,binermis,62,50,13,12,22,31,40,110,195,20,70,55,0.042372881,2.079441542,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,12,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C11,2,2,2,,1195,binermis,62,50,13,12,22,31,40,110,195,20,70,55,0.042372881,1.098612289,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,12,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C11,3,5,2,,1195,binermis,62,50,13,12,22,31,40,110,195,20,70,55,0.042372881,1.791759469,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,12,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C11,3,35,2,,1195,binermis,62,50,13,12,22,31,40,110,195,20,70,55,0.042372881,3.583518938,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,12,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C10,1,13,2,,1195,binermis,66,50,4,18,19,17,28,240,290,240,10,340,0.058139535,2.63905733,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C10,1,9,2,,1195,binermis,66,50,4,18,19,17,28,240,290,240,10,340,0.058139535,2.302585093,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C10,2,105,2,,1195,binermis,66,50,4,18,19,17,28,240,290,240,10,340,0.058139535,4.663439094,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C09,1,242,2,,1195,binermis,103,86.2,23,46,45,29,53,320,290,200,130,160,0.025510204,5.493061443,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.8,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C09,2,7,2,,1195,binermis,103,86.2,23,46,45,29,53,320,290,200,130,160,0.025510204,2.079441542,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.8,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C09,3,4,2,,1195,binermis,103,86.2,23,46,45,29,53,320,290,200,130,160,0.025510204,1.609437912,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,16.8,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C07,1,148,2,,1195,binermis,75.5,60.5,21,16,41,23,42,310,60,125,200,210,0.034965035,5.003946306,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C07,1,167,2,,1195,binermis,75.5,60.5,21,16,41,23,42,310,60,125,200,210,0.034965035,5.123963979,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C07,2,31,2,,1195,binermis,75.5,60.5,21,16,41,23,42,310,60,125,200,210,0.034965035,3.465735903,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C07,3,15,2,,1195,binermis,75.5,60.5,21,16,41,23,42,310,60,125,200,210,0.034965035,2.772588722,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C07,3,13,2,,1195,binermis,75.5,60.5,21,16,41,23,42,310,60,125,200,210,0.034965035,2.63905733,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C06,2,56,2,,1195,binermis,81,60,24.5,23,26,38,25,210,20,320,110,65,0.036630037,4.043051268,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,21,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C06,3,39,2,,1195,binermis,81,60,24.5,23,26,38,25,210,20,320,110,65,0.036630037,3.688879454,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,21,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C06,3,43,2,,1195,binermis,81,60,24.5,23,26,38,25,210,20,320,110,65,0.036630037,3.784189634,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,21,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C05,1,5,2,,1195,binermis,75,59.8,19,21.5,6,22,26,260,285,30,35,350,0.052910053,1.791759469,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C05,2,6,2,,1195,binermis,75,59.8,19,21.5,6,22,26,260,285,30,35,350,0.052910053,1.945910149,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C05,3,1,2,,1195,binermis,75,59.8,19,21.5,6,22,26,260,285,30,35,350,0.052910053,0.693147181,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C05,3,19,2,,1195,binermis,75,59.8,19,21.5,6,22,26,260,285,30,35,350,0.052910053,2.995732274,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,15.2,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C04,1,117,2,,1195,binermis,70.5,57.6,4,55.5,31,30,41,165,300,325,110,85,0.030959752,4.770684624,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,12.9,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C02,1,250,2,,1195,binermis,72,57.9,13,33,47,43,30,240,30,25,235,280,0.030120482,5.525452939,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.1,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C02,2,6,2,,1195,binermis,72,57.9,13,33,47,43,30,240,30,25,235,280,0.030120482,1.945910149,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,14.1,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C01,1,6,2,,1195,binermis,58.8,44.9,19.5,15,31,27,25.5,125,35,160,240,285,0.042372881,1.945910149,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.9,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C01,1,17,2,,1195,binermis,58.8,44.9,19.5,15,31,27,25.5,125,35,160,240,285,0.042372881,2.890371758,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.9,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
C01,3,1,2,,1195,binermis,58.8,44.9,19.5,15,31,27,25.5,125,35,160,240,285,0.042372881,0.693147181,C,0.862380952,0.682203901,0.595,1.215,,diffuse,2.011197776,0.876461319,3.588953612,13.9,-0.148058166,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.614285714,0.377346939
N14,1,290,2,,1196,binermis,62,49.5,32,30,50,47,52,245,140,35,120,20,0.023696682,5.673323267,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,12.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N14,2,385,2,,1196,binermis,62,49.5,32,30,50,47,52,245,140,35,120,20,0.023696682,5.955837369,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,12.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N14,2,32,2,,1196,binermis,62,49.5,32,30,50,47,52,245,140,35,120,20,0.023696682,3.496507561,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,12.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N14,3,343,2,,1196,binermis,62,49.5,32,30,50,47,52,245,140,35,120,20,0.023696682,5.840641657,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,12.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N10,1,3,2,,1196,binermis,70,59.5,4,12,14,21,37,310,260,315,40,290,0.056818182,1.386294361,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,10.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N10,2,13,2,,1196,binermis,70,59.5,4,12,14,21,37,310,260,315,40,290,0.056818182,2.63905733,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,10.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N10,2,44,1,,1196,binermis,70,59.5,4,12,14,21,37,310,260,315,40,290,0.056818182,3.80666249,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,10.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N10,3,63,2,,1196,binermis,70,59.5,4,12,14,21,37,310,260,315,40,290,0.056818182,4.158883083,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,10.5,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
N08,3,560,2,,1196,binermis,84.3,69,16,17,6,36,19,350,180,235,130,350,0.053191489,6.329720906,N,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,15.3,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
M29,1,14,2,,1196,binermis,84.7,67.5,35,48,60,59.5,62,295,290,350,45,30,0.018903592,2.708050201,M,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,17.2,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
M29,2,38,2,,1196,binermis,84.7,67.5,35,48,60,59.5,62,295,290,350,45,30,0.018903592,3.663561646,M,0.92078125,0.347061285,0.775,0.805,,diffuse,2.011197776,0.876461319,3.588953612,17.2,-0.082532785,0,29,17776.72414,33.21528826,33959927.21,4.937279347,0.214285714,0.045918367
